ID,Country,Year,State/Region,City,Type of E-Waste,Brand Name,Model Name,Device Age (Years),Condition,Material Type,Weight (kg),Hazardous Components,Collection Method,Recycling Facility,Recycling Status,Recycling Method,Reused or Refurbished?,Environmental Impact Score,CO2 Emission (kg)
EW_00382,Germany,2021,Hesse,Berlin,Smartwatch,BlackBerry,BlackBerry 5120,7,Obsolete,Glass,0.05,Brominated Flame Retardants,Retail take-back,GreenTech Recycle,Recycled,Mechanical,No,Low,0.11
EW_00383,France,2020,Provence-Alpes-CÃ´te d'Azur,Toulouse,Digital Clock,Google,Google 8339,1,Non-working,Rubber,0.27,Cadmium,Municipal collection,Sustainable Materials Recovery,In Progress,Pyrometallurgical,No,Low,0.65
EW_00384,Canada,2020,Ontario,Edmonton,Camera,HP,HP 4561,1,Repairable,Glass,0.99,Lead,Pick-up service,Eco-Friendly Disposal,Recycled,Thermal,No,Low,1.98
EW_00385,Germany,2022,Hamburg,Cologne,Smart Coffee Maker,BlackBerry,BlackBerry 7402,2,Working,Plastic,1.18,Mercury,Pick-up service,Green Earth Recycling,Disposed,Mechanical,No,Low,2.36
EW_00386,China,2024,Shanghai,Shenzhen,Smart Mirror,Microsoft,Microsoft 4507,5,Working,Rubber,1.95,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,In Progress,Chemical,Yes,Low,3.9
EW_00387,Germany,2023,Bavaria,Cologne,Smart Plug,HP,HP 1908,5,Obsolete,Mixed,0.27,Lead,Municipal collection,Green Earth Recycling,Recycled,Mechanical,Yes,Low,0.59
EW_00388,India,2024,Delhi,Delhi,Smart Light Bulb,Vivo,Vivo 1937,5,Working,Mixed,0.21,Mercury,Municipal collection,Green Future Recycling,In Progress,Pyrometallurgical,No,Low,0.42
EW_00389,Australia,2021,South Australia,Sydney,Smart Home Device,Oppo,Oppo 2850,1,Damaged,Ceramic,0.26,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,Pending,Thermal,Yes,Medium,0.78
EW_00390,France,2020,Occitanie,Toulouse,Smartwatch,BlackBerry,BlackBerry 3022,6,Obsolete,Plastic,0.14,Brominated Flame Retardants,Drop-off center,Sustainable Materials Recovery,Recycled,Mechanical,Yes,Low,0.31
EW_00391,France,2023,ÃŽle-de-France,Bordeaux,Fax Machine,Microsoft,Microsoft 8088,8,Repairable,Plastic,5.58,Cadmium,Municipal collection,Sustainable Waste Management,Pending,Chemical,Yes,Low,11.16
EW_00392,USA,2023,Florida,New York,USB Drive,LG,LG 3412,4,Obsolete,Glass,0.05,Lead,Municipal collection,Eco-Friendly Disposal,In Progress,Mechanical,No,Low,0.11
EW_00393,Canada,2021,Manitoba,Toronto,Mobile Phone,Xiaomi,Xiaomi 3602,5,Obsolete,Metal,0.21,Brominated Flame Retardants,Municipal collection,Eco-Friendly Disposal,Pending,Thermal,No,Low,0.69
EW_00394,Japan,2022,Tokyo,Yokohama,Smart Home Device,Dell,Dell 6212,10,Damaged,Glass,0.3,None,Municipal collection,EcoTech Recycling,Pending,Thermal,No,Medium,0.9
EW_00395,USA,2022,Florida,New York,GPS Device,Motorola,Motorola 1090,2,Damaged,Rubber,0.28,Lead,Municipal collection,GreenTech Recycle,Disposed,Chemical,Yes,Medium,0.84
EW_00396,Germany,2022,Bavaria,Frankfurt,Smart Oven,Asus,Asus 7734,5,Working,Plastic,23.88,Lead,Retail take-back,Green Earth Recycling,In Progress,Chemical,Yes,Low,47.76
EW_00397,China,2022,Sichuan,Beijing,Television,HP,HP 2188,4,Working,Glass,22.42,Mercury,Retail take-back,EcoRecyclers Inc.,Pending,Hydrometallurgical,No,Medium,89.68
EW_00398,Brazil,2023,Rio de Janeiro,Belo Horizonte,Router,Panasonic,Panasonic 6805,3,Non-working,Ceramic,0.4,Lead,Pick-up service,Global Recycling Solutions,Recycled,Hydrometallurgical,Yes,Low,0.96
EW_00399,Japan,2024,Hokkaido,Osaka,E-reader,Google,Google 4235,5,Obsolete,Rubber,0.29,Cadmium,Municipal collection,GreenTech Recycle,Pending,Pyrometallurgical,No,Low,0.64
EW_00400,USA,2021,Illinois,Los Angeles,Router,HP,HP 9265,2,Non-working,Mixed,0.67,Mercury,Retail take-back,EcoRecyclers Inc.,Recycled,Chemical,Yes,Low,1.61
EW_00401,India,2020,Maharashtra,Bangalore,Drone,Huawei,Huawei 2399,6,Non-working,Mixed,1,Lead,Pick-up service,Green Future Recycling,Recycled,Chemical,Yes,Low,2.4
EW_00402,Brazil,2021,SÃ£o Paulo,Rio de Janeiro,Smart Scale,BlackBerry,BlackBerry 9441,10,Damaged,Plastic,0.32,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,Recycled,Thermal,No,Medium,0.96
EW_00403,Australia,2024,New South Wales,Adelaide,Tablet,Toshiba,Toshiba 3803,10,Non-working,Rubber,0.76,Mercury,Municipal collection,Sustainable Electronics,Disposed,Thermal,No,Medium,2.74
EW_00404,France,2020,Occitanie,Bordeaux,Smart Lock,OnePlus,OnePlus 7618,10,Obsolete,Metal,0.51,Mercury,Municipal collection,Sustainable Electronics,Disposed,Thermal,No,Low,1.12
EW_00405,India,2022,Karnataka,Kolkata,Radio,HP,HP 1514,2,Working,Ceramic,0.78,Brominated Flame Retardants,Pick-up service,EcoTech Recycling,In Progress,Pyrometallurgical,Yes,Low,1.56
EW_00406,Brazil,2022,ParanÃ¡,Salvador,Smart Garage Door Opener,Microsoft,Microsoft 9138,8,Non-working,Metal,0.74,None,Retail take-back,Sustainable Electronics,In Progress,Pyrometallurgical,No,Low,1.78
EW_00407,Australia,2022,Western Australia,Melbourne,Smart Coffee Maker,Gateway,Gateway 1605,9,Repairable,Mixed,1.84,Cadmium,Municipal collection,GreenTech Recycle,Pending,Chemical,No,Low,3.68
EW_00408,France,2024,Nouvelle-Aquitaine,Lyon,CD/DVD Player,Fujitsu,Fujitsu 2104,6,Obsolete,Plastic,1.26,Lead,Pick-up service,Green Future Recycling,Pending,Thermal,No,Low,2.77
EW_00409,USA,2024,Texas,Houston,Power Bank,Toshiba,Toshiba 8913,4,Damaged,Ceramic,0.36,Mercury,Pick-up service,Sustainable Electronics,Recycled,Mechanical,Yes,Medium,1.08
EW_00410,USA,2024,Illinois,Chicago,Mouse,Gateway,Gateway 8181,10,Non-working,Glass,0.16,None,Municipal collection,Sustainable Electronics,In Progress,Pyrometallurgical,Yes,Low,0.38
EW_00411,USA,2023,Illinois,Houston,Calculator,BlackBerry,BlackBerry 5622,6,Non-working,Mixed,0.13,Lead,Retail take-back,EcoTech Recycling,In Progress,Pyrometallurgical,No,Low,0.31
EW_00412,Germany,2024,Berlin,Frankfurt,Smart Doorbell,Oppo,Oppo 7214,8,Repairable,Ceramic,0.4,Mercury,Pick-up service,Sustainable Waste Management,Disposed,Mechanical,No,Low,0.8
EW_00413,Brazil,2021,ParanÃ¡,Curitiba,Smart Home Device,Toshiba,Toshiba 3038,6,Obsolete,Glass,0.17,Lead,Drop-off center,GreenTech Recycle,Pending,Thermal,No,Low,0.37
EW_00414,Japan,2024,Hokkaido,Sapporo,Smart Thermostat,ZTE,ZTE 8777,10,Working,Glass,0.5,Cadmium,Pick-up service,Sustainable Electronics,In Progress,Thermal,Yes,Low,1
EW_00415,France,2024,Auvergne-RhÃ´ne-Alpes,Lyon,Router,Huawei,Huawei 2722,10,Non-working,Plastic,0.55,Brominated Flame Retardants,Retail take-back,Global Recycling Solutions,Recycled,Chemical,Yes,Low,1.32
EW_00416,Australia,2024,Victoria,Perth,Smart Garage Door Opener,Oppo,Oppo 4651,6,Working,Plastic,0.91,None,Municipal collection,Green Future Recycling,Disposed,Mechanical,No,Low,1.82
EW_00417,Australia,2022,New South Wales,Brisbane,Radio,Microsoft,Microsoft 1465,5,Non-working,Glass,0.93,Mercury,Municipal collection,Eco-Friendly Disposal,Recycled,Chemical,Yes,Low,2.23
EW_00418,India,2021,Delhi,Kolkata,Scanner,MSI,MSI 4364,5,Repairable,Ceramic,4.47,Mercury,Municipal collection,Green Earth Recycling,In Progress,Mechanical,Yes,Low,8.94
EW_00419,Australia,2022,Western Australia,Brisbane,Smart Water Leak Detector,MSI,MSI 1427,1,Obsolete,Glass,0.13,Mercury,Drop-off center,Green Future Recycling,In Progress,Chemical,No,Low,0.29
EW_00420,France,2024,Auvergne-RhÃ´ne-Alpes,Marseille,E-reader,Samsung,Samsung 4932,10,Obsolete,Mixed,0.25,Lead,Pick-up service,Green Earth Recycling,Pending,Hydrometallurgical,Yes,Low,0.55
EW_00421,Canada,2022,Ontario,Toronto,Mobile Phone,Asus,Asus 3714,7,Repairable,Mixed,0.16,Cadmium,Municipal collection,EcoTech Recycling,Disposed,Pyrometallurgical,No,Low,0.48
EW_00422,USA,2022,Texas,Houston,Calculator,Motorola,Motorola 5353,2,Non-working,Plastic,0.15,Cadmium,Retail take-back,EcoRecyclers Inc.,In Progress,Pyrometallurgical,Yes,Low,0.36
EW_00423,India,2022,Tamil Nadu,Delhi,Smart Lock,Razer,Razer 2727,9,Damaged,Plastic,0.54,Cadmium,Drop-off center,EcoRecyclers Inc.,Recycled,Pyrometallurgical,Yes,Medium,1.62
EW_00424,Germany,2022,North Rhine-Westphalia,Munich,GPS Device,Nokia,Nokia 7350,9,Repairable,Plastic,0.48,Cadmium,Drop-off center,Green Earth Recycling,Disposed,Thermal,No,Low,0.96
EW_00425,India,2021,Karnataka,Mumbai,Digital Clock,ZTE,ZTE 1995,10,Damaged,Mixed,0.25,Lead,Retail take-back,Green Earth Recycling,In Progress,Thermal,No,Medium,0.75
EW_00426,France,2022,Auvergne-RhÃ´ne-Alpes,Paris,VR Headset,Huawei,Huawei 2460,4,Damaged,Plastic,0.76,Mercury,Retail take-back,Global Recycling Solutions,Pending,Chemical,Yes,Medium,2.28
EW_00427,India,2024,Gujarat,Kolkata,Smart Scale,Panasonic,Panasonic 5449,9,Obsolete,Glass,0.22,Cadmium,Drop-off center,Sustainable Materials Recovery,Pending,Chemical,No,Low,0.48
EW_00428,Japan,2022,Hokkaido,Sapporo,Drone,Google,Google 1585,1,Working,Ceramic,0.9,Brominated Flame Retardants,Retail take-back,GreenTech Recycle,Pending,Hydrometallurgical,Yes,Low,1.8
EW_00429,India,2022,Maharashtra,Bangalore,CD/DVD Player,Samsung,Samsung 4293,10,Non-working,Plastic,1.8,Cadmium,Pick-up service,Green Future Recycling,In Progress,Pyrometallurgical,Yes,Low,4.32
EW_00430,UK,2021,London,Birmingham,External Hard Drive,Motorola,Motorola 5180,10,Working,Plastic,0.51,Mercury,Retail take-back,Sustainable Materials Recovery,Pending,Pyrometallurgical,Yes,Low,1.02
EW_00431,USA,2020,Illinois,Phoenix,Drone,Apple,Apple 1632,7,Repairable,Ceramic,1.33,None,Retail take-back,Sustainable Materials Recovery,In Progress,Mechanical,Yes,Low,2.66
EW_00432,UK,2020,Glasgow,London,Smart Mirror,Panasonic,Panasonic 6808,1,Non-working,Metal,2.29,Cadmium,Pick-up service,EcoRecyclers Inc.,Recycled,Hydrometallurgical,No,Medium,5.5
EW_00433,Japan,2021,Fukuoka,Nagoya,Charger,Apple,Apple 6920,7,Damaged,Mixed,0.23,Mercury,Drop-off center,Global Recycling Solutions,Pending,Hydrometallurgical,Yes,Medium,0.69
EW_00434,China,2020,Beijing,Guangzhou,Smart Door Sensor,Sony,Sony 7487,5,Damaged,Glass,0.25,None,Municipal collection,Global Recycling Solutions,In Progress,Pyrometallurgical,No,Medium,0.75
EW_00435,Japan,2022,Osaka,Sapporo,GPS Device,BlackBerry,BlackBerry 1577,5,Damaged,Metal,0.37,None,Municipal collection,Eco-Friendly Disposal,Recycled,Mechanical,No,Medium,1.11
EW_00436,UK,2022,Birmingham,Glasgow,GPS Device,Asus,Asus 7881,1,Non-working,Mixed,0.2,Lead,Drop-off center,Sustainable Waste Management,Disposed,Pyrometallurgical,Yes,Low,0.48
EW_00437,Australia,2021,Victoria,Brisbane,E-reader,Razer,Razer 5665,6,Obsolete,Metal,0.41,Lead,Drop-off center,Sustainable Electronics,Disposed,Pyrometallurgical,No,Low,0.9
EW_00438,Australia,2020,New South Wales,Melbourne,Speakers,Xiaomi,Xiaomi 2883,5,Non-working,Glass,2.69,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,Recycled,Pyrometallurgical,Yes,Medium,6.46
EW_00439,China,2024,Beijing,Shenzhen,Smart Doorbell,ZTE,ZTE 9024,8,Repairable,Rubber,0.44,Brominated Flame Retardants,Retail take-back,Eco-Friendly Disposal,Recycled,Hydrometallurgical,No,Low,0.88
EW_00440,France,2023,Nouvelle-Aquitaine,Paris,Smart Light Bulb,Apple,Apple 6791,4,Damaged,Metal,0.27,Cadmium,Pick-up service,Green Earth Recycling,Recycled,Thermal,Yes,Medium,0.81
EW_00441,Australia,2020,Western Australia,Brisbane,Smart Doorbell,Lenovo,Lenovo 4066,2,Working,Glass,0.47,None,Retail take-back,Green Future Recycling,In Progress,Pyrometallurgical,Yes,Low,0.94
EW_00442,China,2023,Shanghai,Shenzhen,Smart Dishwasher,BlackBerry,BlackBerry 3087,10,Non-working,Ceramic,38.8,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,Pending,Hydrometallurgical,Yes,Medium,93.12
EW_00443,Brazil,2021,Bahia,Rio de Janeiro,Smart Thermostat,Acer,Acer 7992,7,Non-working,Plastic,0.36,Cadmium,Pick-up service,Global Recycling Solutions,Disposed,Chemical,Yes,Low,0.86
EW_00444,India,2023,Karnataka,Mumbai,Power Bank,OnePlus,OnePlus 2765,4,Working,Rubber,0.39,Mercury,Municipal collection,Green Future Recycling,Pending,Thermal,No,Low,0.78
EW_00445,Canada,2024,Alberta,Toronto,Game Console,HP,HP 6607,3,Damaged,Mixed,1.12,Mercury,Pick-up service,Sustainable Waste Management,Recycled,Thermal,No,Medium,3.36
EW_00446,China,2023,Beijing,Shenzhen,E-reader,Fujitsu,Fujitsu 5059,6,Repairable,Plastic,0.31,Lead,Pick-up service,Sustainable Materials Recovery,Disposed,Thermal,No,Low,0.62
EW_00447,Australia,2024,South Australia,Perth,External Hard Drive,Amazon,Amazon 5381,7,Damaged,Rubber,0.33,Brominated Flame Retardants,Pick-up service,Sustainable Materials Recovery,Recycled,Mechanical,No,Medium,0.99
EW_00448,Canada,2020,British Columbia,Montreal,Game Console,Microsoft,Microsoft 3907,1,Non-working,Rubber,2.09,Lead,Municipal collection,Green Future Recycling,Pending,Chemical,No,Medium,5.02
EW_00449,China,2020,Guangdong,Shenzhen,Headphones,LG,LG 9592,1,Obsolete,Rubber,0.49,Lead,Drop-off center,Green Earth Recycling,In Progress,Thermal,No,Low,1.08
EW_00450,Australia,2022,Victoria,Perth,Desktop Computer,Acer,Acer 4050,6,Damaged,Rubber,6.8,None,Retail take-back,Green Future Recycling,In Progress,Chemical,Yes,High,40.8
EW_00451,Canada,2021,Alberta,Edmonton,Laptop,Xiaomi,Xiaomi 3614,5,Working,Rubber,2.55,Cadmium,Drop-off center,Sustainable Waste Management,Pending,Pyrometallurgical,No,Low,7.65
EW_00452,Japan,2022,Hokkaido,Nagoya,Desktop Computer,ZTE,ZTE 2654,6,Obsolete,Ceramic,7.1,None,Municipal collection,Eco-Friendly Disposal,In Progress,Chemical,Yes,High,31.24
EW_00453,China,2024,Sichuan,Shenzhen,Smart Mirror,Acer,Acer 2602,5,Non-working,Metal,1.02,Brominated Flame Retardants,Pick-up service,Global Recycling Solutions,Pending,Pyrometallurgical,Yes,Low,2.45
EW_00454,China,2020,Sichuan,Shenzhen,Smart Plug,Sony,Sony 9289,3,Obsolete,Glass,0.27,Brominated Flame Retardants,Retail take-back,Sustainable Waste Management,Disposed,Thermal,No,Low,0.59
EW_00455,UK,2023,Glasgow,Glasgow,Smart Doorbell,OnePlus,OnePlus 2163,2,Non-working,Mixed,0.44,Cadmium,Retail take-back,Sustainable Electronics,Disposed,Pyrometallurgical,No,Low,1.06
EW_00456,Germany,2023,Hamburg,Hamburg,Security Camera,ZTE,ZTE 4407,10,Working,Rubber,0.73,Cadmium,Retail take-back,Sustainable Materials Recovery,In Progress,Mechanical,Yes,Low,1.46
EW_00457,Canada,2021,Alberta,Calgary,Smart Mirror,Samsung,Samsung 5857,3,Repairable,Metal,2.46,None,Municipal collection,GreenTech Recycle,In Progress,Hydrometallurgical,Yes,Low,4.92
EW_00458,UK,2020,London,London,Smartwatch,HTC,HTC 8162,9,Obsolete,Glass,0.09,Mercury,Municipal collection,Sustainable Electronics,Disposed,Chemical,Yes,Low,0.2
EW_00459,India,2021,Delhi,Kolkata,Smart Thermostat,HTC,HTC 7973,6,Repairable,Mixed,0.36,None,Retail take-back,EcoRecyclers Inc.,Recycled,Thermal,No,Low,0.72
EW_00460,France,2020,Auvergne-RhÃ´ne-Alpes,Bordeaux,Fax Machine,LG,LG 6333,7,Obsolete,Glass,5.67,None,Retail take-back,Sustainable Waste Management,Disposed,Mechanical,No,Medium,12.47
EW_00461,Germany,2024,Bavaria,Cologne,Printer,Nokia,Nokia 3703,9,Working,Glass,3.7,None,Municipal collection,Green Future Recycling,Recycled,Hydrometallurgical,No,Low,7.4
EW_00462,Canada,2020,Ontario,Montreal,Smart Mirror,Huawei,Huawei 9757,9,Obsolete,Rubber,1.75,Brominated Flame Retardants,Municipal collection,Green Future Recycling,Recycled,Pyrometallurgical,No,Low,3.85
EW_00463,Australia,2020,Queensland,Melbourne,Security Camera,BlackBerry,BlackBerry 4356,10,Working,Plastic,0.75,Lead,Drop-off center,GreenTech Recycle,Recycled,Chemical,Yes,Low,1.5
EW_00464,France,2022,Nouvelle-Aquitaine,Marseille,External Hard Drive,LG,LG 5398,3,Obsolete,Metal,0.65,Brominated Flame Retardants,Pick-up service,GreenTech Recycle,In Progress,Pyrometallurgical,Yes,Low,1.43
EW_00465,France,2022,Provence-Alpes-CÃ´te d'Azur,Marseille,Smart Home Device,MSI,MSI 8740,2,Obsolete,Ceramic,0.4,Cadmium,Retail take-back,Sustainable Electronics,Pending,Mechanical,Yes,Low,0.88
EW_00466,Canada,2024,Alberta,Toronto,Smart Scale,Toshiba,Toshiba 1227,4,Repairable,Ceramic,0.43,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,Recycled,Pyrometallurgical,No,Low,0.86
EW_00467,India,2023,Delhi,Bangalore,USB Drive,BlackBerry,BlackBerry 6924,5,Obsolete,Ceramic,0.13,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,Pending,Mechanical,No,Low,0.29
EW_00468,France,2021,Auvergne-RhÃ´ne-Alpes,Lyon,External Hard Drive,Panasonic,Panasonic 1616,4,Obsolete,Plastic,0.76,Lead,Retail take-back,Sustainable Electronics,Disposed,Mechanical,No,Low,1.67
EW_00469,Germany,2021,Bavaria,Frankfurt,Smart Oven,HP,HP 1205,7,Damaged,Glass,30.37,Lead,Retail take-back,Sustainable Waste Management,Disposed,Chemical,Yes,High,91.11
EW_00470,Germany,2023,Hamburg,Munich,Smart Thermostat,Panasonic,Panasonic 8679,7,Non-working,Ceramic,0.25,Lead,Drop-off center,Global Recycling Solutions,Recycled,Hydrometallurgical,No,Low,0.6
EW_00471,UK,2023,London,Birmingham,Smart Mirror,MSI,MSI 8966,8,Repairable,Plastic,2.5,Cadmium,Municipal collection,Green Future Recycling,In Progress,Pyrometallurgical,No,Low,5
EW_00472,UK,2024,Manchester,Birmingham,Radio,Lenovo,Lenovo 1068,8,Working,Mixed,0.85,Cadmium,Drop-off center,Global Recycling Solutions,Disposed,Pyrometallurgical,Yes,Low,1.7
EW_00473,Japan,2020,Tokyo,Tokyo,Tablet,LG,LG 3877,8,Damaged,Ceramic,0.4,Mercury,Retail take-back,Sustainable Materials Recovery,Disposed,Thermal,No,Medium,1.8
EW_00474,UK,2022,Liverpool,London,Smart Doorbell,Oppo,Oppo 5970,7,Working,Ceramic,0.38,None,Drop-off center,Sustainable Electronics,Pending,Mechanical,No,Low,0.76
EW_00475,India,2023,Delhi,Kolkata,Mouse,Asus,Asus 2486,6,Repairable,Mixed,0.19,None,Pick-up service,EcoTech Recycling,Recycled,Thermal,No,Low,0.38
EW_00476,Germany,2024,North Rhine-Westphalia,Berlin,VR Headset,Nokia,Nokia 5227,3,Obsolete,Glass,0.58,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,Pending,Hydrometallurgical,Yes,Low,1.28
EW_00477,USA,2022,California,Chicago,Smart Water Leak Detector,BlackBerry,BlackBerry 8891,9,Obsolete,Glass,0.13,Mercury,Municipal collection,Global Recycling Solutions,Pending,Hydrometallurgical,No,Low,0.29
EW_00478,USA,2022,Illinois,Chicago,Calculator,Vivo,Vivo 6889,3,Working,Glass,0.11,None,Pick-up service,Sustainable Electronics,Disposed,Chemical,Yes,Low,0.22
EW_00479,UK,2020,Liverpool,Manchester,Monitor,OnePlus,OnePlus 2731,2,Obsolete,Glass,3.97,Lead,Municipal collection,Green Earth Recycling,Disposed,Chemical,Yes,Low,8.73
EW_00480,UK,2022,Birmingham,Manchester,Fax Machine,Acer,Acer 1124,6,Non-working,Metal,5.38,None,Retail take-back,Eco-Friendly Disposal,Disposed,Mechanical,Yes,Medium,12.91
EW_00481,China,2024,Sichuan,Shenzhen,Keyboard,Amazon,Amazon 6197,9,Damaged,Metal,0.95,None,Drop-off center,Green Future Recycling,Disposed,Mechanical,Yes,Medium,2.85
EW_00482,UK,2022,Birmingham,Glasgow,External Hard Drive,OnePlus,OnePlus 4953,10,Repairable,Metal,0.6,Mercury,Retail take-back,Global Recycling Solutions,Pending,Pyrometallurgical,Yes,Low,1.2
EW_00483,Canada,2020,British Columbia,Vancouver,Desktop Computer,Apple,Apple 4334,9,Repairable,Mixed,9.65,Lead,Drop-off center,Green Earth Recycling,Pending,Pyrometallurgical,Yes,Medium,38.6
EW_00484,Brazil,2021,Bahia,Belo Horizonte,Speakers,OnePlus,OnePlus 1593,10,Obsolete,Plastic,1.15,Lead,Drop-off center,Eco-Friendly Disposal,Pending,Hydrometallurgical,No,Low,2.53
EW_00485,Germany,2023,Berlin,Berlin,Printer,OnePlus,OnePlus 8768,7,Non-working,Mixed,4.85,Mercury,Retail take-back,Global Recycling Solutions,Recycled,Hydrometallurgical,Yes,Medium,11.64
EW_00486,UK,2022,London,Manchester,Television,Amazon,Amazon 4861,10,Working,Plastic,10.15,Brominated Flame Retardants,Retail take-back,Sustainable Materials Recovery,Pending,Chemical,No,Medium,40.6
EW_00487,Canada,2021,Alberta,Calgary,MP3 Player,Fujitsu,Fujitsu 4625,2,Damaged,Glass,0.23,Lead,Municipal collection,Global Recycling Solutions,Disposed,Hydrometallurgical,No,Medium,0.69
EW_00488,Germany,2024,North Rhine-Westphalia,Hamburg,Charger,Microsoft,Microsoft 5134,7,Repairable,Plastic,0.22,Mercury,Retail take-back,Sustainable Waste Management,Disposed,Pyrometallurgical,Yes,Low,0.44
EW_00489,India,2020,Maharashtra,Mumbai,Security Camera,Lenovo,Lenovo 2827,5,Damaged,Ceramic,0.51,Lead,Pick-up service,Green Future Recycling,Recycled,Hydrometallurgical,Yes,Medium,1.53
EW_00490,France,2020,Nouvelle-Aquitaine,Toulouse,MP3 Player,LG,LG 7417,9,Working,Rubber,0.24,None,Pick-up service,EcoTech Recycling,Pending,Pyrometallurgical,No,Low,0.48
EW_00491,Japan,2022,Aichi,Osaka,Smart Plug,Toshiba,Toshiba 9225,8,Working,Glass,0.16,Cadmium,Pick-up service,Global Recycling Solutions,Disposed,Chemical,Yes,Low,0.32
EW_00492,Australia,2023,New South Wales,Sydney,Calculator,HTC,HTC 7251,7,Working,Plastic,0.14,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,Recycled,Thermal,No,Low,0.28
EW_00493,China,2024,Shanghai,Shanghai,Calculator,Fujitsu,Fujitsu 2574,8,Non-working,Mixed,0.3,None,Municipal collection,Sustainable Materials Recovery,Pending,Mechanical,No,Low,0.72
EW_00494,UK,2023,Birmingham,Manchester,E-reader,Acer,Acer 1824,7,Obsolete,Rubber,0.35,Brominated Flame Retardants,Retail take-back,Global Recycling Solutions,In Progress,Mechanical,No,Low,0.77
EW_00495,Brazil,2024,Rio de Janeiro,Belo Horizonte,Charger,Lenovo,Lenovo 3947,4,Non-working,Metal,0.13,Cadmium,Drop-off center,EcoRecyclers Inc.,Recycled,Hydrometallurgical,Yes,Low,0.31
EW_00496,Australia,2022,South Australia,Melbourne,Smart Home Device,BlackBerry,BlackBerry 9380,10,Working,Ceramic,0.44,None,Retail take-back,Sustainable Electronics,Disposed,Thermal,Yes,Low,0.88
EW_00497,Canada,2021,Manitoba,Vancouver,Smart Plug,Razer,Razer 8745,7,Repairable,Ceramic,0.14,Cadmium,Pick-up service,Green Earth Recycling,Disposed,Hydrometallurgical,Yes,Low,0.28
EW_00498,India,2024,Maharashtra,Bangalore,Monitor,LG,LG 8016,9,Obsolete,Metal,4.26,Cadmium,Drop-off center,Eco-Friendly Disposal,Pending,Chemical,No,Low,9.37
